date,hour,visitors,tickets_online,tickets_offline,revenue_tickets,revenue_gastro,revenue_parking,facility_zone,notes
2026-03-15,15,55,34,21,2077.44,1013.83,327.33,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-15,16,50,31,19,1916.0,661.86,156.27,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-15,17,59,36,23,1903.0,1332.65,400.91,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-15,18,50,31,19,1767.38,904.04,287.43,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-15,19,39,24,15,1740.97,455.24,156.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-15,20,48,29,19,1891.91,750.52,125.24,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,9,31,16,15,1340.49,697.32,150.58,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,10,34,17,17,1555.73,584.57,119.23,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,11,29,15,14,951.63,264.2,163.91,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,12,38,19,19,1649.56,863.09,256.24,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,13,46,23,23,1879.97,601.26,227.12,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,14,41,21,20,1630.88,708.26,227.86,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,15,42,21,21,1671.87,798.0,215.94,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,16,33,17,16,1278.82,442.92,92.98,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,17,40,20,20,1582.94,637.08,287.79,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,18,29,15,14,1088.9,544.19,75.52,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,19,29,15,14,1087.55,355.23,104.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-16,20,31,16,15,1442.9,426.19,170.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,9,33,17,16,1125.25,432.55,199.88,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,10,28,14,14,1325.99,578.57,164.24,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,11,36,18,18,1612.66,749.64,201.93,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,12,33,17,16,1205.14,643.16,192.56,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,13,50,26,24,2084.6,520.63,229.0,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,14,52,27,25,2490.81,689.06,184.45,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,15,48,24,24,2212.54,671.93,158.07,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,16,42,21,21,1900.38,903.94,111.71,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,17,41,21,20,1717.12,438.27,148.44,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,18,34,17,17,1228.26,467.99,145.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,19,37,19,18,1342.35,411.31,220.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-17,20,31,16,15,1247.63,569.56,186.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,9,34,17,17,1336.68,706.6,103.86,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,10,31,16,15,1044.52,543.99,198.73,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,11,45,23,22,1470.22,471.41,254.23,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,12,40,20,20,1837.36,870.15,131.41,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,13,46,23,23,1844.34,885.76,137.84,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,14,57,29,28,2414.15,780.02,181.77,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,15,52,27,25,2009.9,1027.86,193.78,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,16,38,19,19,1707.96,523.58,190.95,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,17,41,21,20,1807.18,576.01,238.82,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,18,35,18,17,1204.9,684.22,161.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,19,32,16,16,1235.67,471.37,153.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-18,20,36,18,18,1642.98,724.48,155.12,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,9,33,17,16,1061.25,669.49,238.2,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,10,34,17,17,1134.12,455.85,251.93,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,11,38,19,19,1677.59,693.21,216.88,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,12,45,23,22,2089.81,441.42,254.61,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,13,47,24,23,1894.87,617.59,211.97,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,14,42,21,21,1801.55,703.52,168.91,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,15,48,24,24,1542.07,620.01,246.67,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,16,32,16,16,1495.27,601.73,151.39,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,17,39,20,19,1739.93,707.01,233.51,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,18,38,19,19,1755.71,757.79,171.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,19,32,16,16,1042.93,437.85,196.02,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-19,20,33,17,16,1446.75,355.21,246.17,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,9,31,16,15,1265.69,505.26,194.84,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,10,36,18,18,1244.18,338.06,233.39,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,11,35,18,17,1553.53,670.99,260.22,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,12,42,21,21,1418.22,413.25,183.33,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,13,45,23,22,1474.37,815.11,140.57,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,14,47,24,23,1728.07,907.85,223.99,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,15,60,31,29,2869.44,1015.1,418.3,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,16,43,22,21,1807.89,708.04,235.54,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,17,36,18,18,1604.04,684.29,211.04,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,18,36,18,18,1563.47,585.91,134.57,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,19,29,15,14,1309.8,407.67,86.71,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-20,20,35,18,17,1518.52,720.93,101.84,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,9,61,37,24,2416.82,930.02,265.13,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,10,58,35,23,2344.37,999.65,295.49,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,11,55,34,21,2198.97,821.04,258.52,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,12,73,45,28,3423.45,1157.31,537.74,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,13,80,49,31,2722.72,1516.49,251.75,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,14,76,47,29,3288.7,1602.52,234.86,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,15,80,49,31,3515.52,1777.36,347.73,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,16,78,48,30,3683.87,1358.95,354.36,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,17,67,41,26,2187.18,746.8,291.94,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,18,59,36,23,2823.52,781.49,290.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,19,50,31,19,2071.7,484.06,348.56,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-21,20,45,27,18,2080.12,540.82,296.8,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,9,47,29,18,1766.18,995.74,215.63,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,10,54,33,21,2223.12,913.72,378.08,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,11,62,38,24,2698.27,1083.76,391.2,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,12,60,37,23,2404.57,927.19,284.98,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,13,60,37,23,2232.21,1211.84,349.35,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,14,88,54,34,3392.76,1078.84,393.97,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,15,55,34,21,2543.24,1061.65,315.13,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,16,64,39,25,2934.74,1209.66,343.04,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,17,64,39,25,2622.51,686.91,338.99,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,18,44,27,17,1543.47,777.12,236.91,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,19,57,35,22,1996.73,892.72,398.11,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-22,20,51,31,20,1730.15,1127.43,173.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,9,39,20,19,1401.06,736.27,270.59,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,10,35,18,17,1368.77,710.39,193.7,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,11,38,19,19,1740.08,354.38,178.03,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,12,46,23,23,1777.39,967.61,188.0,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,13,50,26,24,1679.47,567.71,161.01,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,14,56,29,27,2020.98,574.27,225.9,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,15,47,24,23,1966.09,637.04,123.89,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,16,47,24,23,1547.99,679.58,192.71,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,17,35,18,17,1330.29,720.59,108.67,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,18,36,18,18,1268.67,703.08,195.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,19,26,13,13,992.18,275.89,72.88,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-23,20,31,16,15,1222.55,455.67,152.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,9,30,15,15,1385.35,383.05,219.52,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,10,36,18,18,1540.86,448.14,189.85,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,11,40,20,20,1540.32,406.99,227.16,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,12,40,20,20,1410.21,902.03,174.66,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,13,61,31,30,2476.63,910.88,430.51,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,14,52,27,25,2039.85,468.73,250.81,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,15,53,27,26,2520.33,477.4,379.88,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,16,41,21,20,1628.31,712.18,274.59,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,17,36,18,18,1516.15,618.92,181.86,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,18,37,19,18,1210.93,715.9,196.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,19,31,16,15,1053.0,339.61,163.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-24,20,35,18,17,1276.5,526.66,194.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,9,35,18,17,1501.98,482.89,133.24,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,10,33,17,16,1453.42,506.16,123.08,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,11,43,22,21,1692.34,747.91,110.91,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,12,44,22,22,1895.06,794.21,110.45,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,13,37,19,18,1582.24,547.02,258.12,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,14,54,28,26,2335.65,1062.42,280.3,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,15,52,27,25,1728.5,490.53,346.34,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,16,37,19,18,1581.59,681.22,157.8,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,17,42,21,21,1584.55,482.19,266.27,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,18,27,14,13,1165.12,246.19,129.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,19,36,18,18,1279.6,333.97,140.6,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-25,20,29,15,14,1355.53,406.28,85.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,9,29,15,14,1261.06,356.11,144.1,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,10,32,16,16,1209.86,413.78,224.72,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,11,37,19,18,1300.08,758.34,165.78,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,12,41,21,20,1882.67,695.66,203.77,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,13,41,21,20,1683.1,760.69,218.35,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,14,49,25,24,1619.24,528.98,138.44,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,15,49,25,24,1746.72,799.83,314.15,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,16,51,26,25,1788.55,943.08,380.45,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,17,36,18,18,1297.68,606.3,171.71,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,18,29,15,14,1363.18,521.23,209.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,19,40,20,20,1556.83,917.26,154.81,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-26,20,33,17,16,1415.13,512.56,142.14,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,9,32,16,16,1138.97,412.51,147.21,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,10,25,13,12,979.54,226.81,86.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,11,43,22,21,1393.46,830.94,317.79,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,12,47,24,23,1822.71,471.98,176.25,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,13,51,26,25,2142.81,528.06,249.89,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,14,56,29,27,2516.02,968.54,315.36,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,15,46,23,23,1551.37,567.5,193.38,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,16,47,24,23,1544.93,642.5,304.12,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,17,45,23,22,1886.09,886.38,253.2,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,18,31,16,15,1279.15,316.12,86.91,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,19,34,17,17,1549.14,336.95,106.68,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-27,20,31,16,15,1447.88,470.79,124.23,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,9,46,28,18,1970.69,774.16,182.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,10,49,30,19,1867.06,506.74,306.73,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,11,58,35,23,2468.22,530.61,256.34,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,12,77,47,30,3443.64,1641.57,430.9,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,13,63,39,24,2805.19,967.5,260.88,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,14,96,59,37,3367.65,1002.01,525.68,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,15,89,55,34,3123.71,1515.22,506.13,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,16,72,44,28,2599.24,1072.38,440.86,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,17,52,32,20,2327.13,512.04,211.03,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,18,52,32,20,2026.63,1166.69,326.14,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,19,43,26,17,1909.54,475.74,173.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-28,20,57,35,22,2136.73,807.33,144.8,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,9,39,24,15,1283.77,627.88,260.36,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,10,45,27,18,2058.27,670.9,156.47,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,11,60,37,23,2673.85,826.9,350.36,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,12,81,50,31,3492.44,1842.5,445.4,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,13,67,41,26,3176.41,1180.9,307.76,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,14,86,53,33,2975.3,1320.98,554.35,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,15,78,48,30,2500.61,945.54,284.81,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,16,66,40,26,2770.86,814.85,407.41,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,17,62,38,24,2718.16,736.21,212.12,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,18,48,29,19,2296.23,675.81,137.7,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,19,49,30,19,1795.81,574.36,265.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-29,20,45,27,18,1991.18,432.66,119.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,9,29,15,14,1338.82,552.85,121.77,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,10,33,17,16,1348.78,379.49,86.05,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,11,40,20,20,1293.44,739.37,175.78,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,12,31,16,15,1382.56,327.16,222.6,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,13,44,22,22,1977.88,803.12,317.06,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,14,51,26,25,2429.32,1171.35,352.32,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,15,46,23,23,1578.3,1009.16,297.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,16,39,20,19,1367.61,557.49,170.48,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,17,25,13,12,897.82,241.17,139.5,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,18,25,13,12,875.64,412.41,161.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,19,28,14,14,1252.43,594.16,189.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-30,20,29,15,14,1377.33,620.65,102.84,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,9,31,16,15,1321.1,307.15,156.34,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,10,32,16,16,1408.67,576.99,161.47,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,11,29,15,14,1077.33,412.79,173.2,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,12,39,20,19,1694.57,621.16,149.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,13,34,17,17,1405.69,323.42,122.32,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,14,53,27,26,1868.14,1117.47,237.41,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,15,40,20,20,1645.68,883.88,174.82,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,16,48,24,24,1958.82,522.27,140.17,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,17,30,15,15,1240.3,465.41,168.17,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,18,31,16,15,1203.35,481.92,140.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,19,29,15,14,1105.42,333.9,106.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-03-31,20,24,12,12,1015.82,336.66,69.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,9,33,17,16,1395.85,660.07,235.39,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,10,29,15,14,973.66,289.97,78.05,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,11,38,19,19,1416.18,503.04,249.96,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,12,46,23,23,1975.08,590.76,277.3,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,13,69,35,34,3038.63,1335.67,487.27,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,14,50,26,24,1606.83,659.63,330.58,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,15,50,26,24,1924.61,855.97,288.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,16,38,19,19,1502.98,614.73,239.62,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,17,40,20,20,1425.23,779.52,194.89,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,18,36,18,18,1449.12,720.13,226.37,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,19,30,15,15,1340.12,401.49,103.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-01,20,26,13,13,1152.37,488.05,92.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,9,25,13,12,949.88,427.13,78.54,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,10,33,17,16,1554.09,301.47,216.22,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,11,38,19,19,1470.84,706.83,171.64,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,12,37,19,18,1644.96,611.48,152.82,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,13,56,29,27,2618.24,624.49,406.74,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,14,50,26,24,1864.2,890.89,275.75,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,15,38,19,19,1811.94,450.64,169.22,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,16,35,18,17,1419.31,407.29,106.51,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,17,31,16,15,1435.79,319.47,93.67,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,18,30,15,15,1225.4,283.46,178.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,19,27,14,13,894.02,607.01,105.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-02,20,29,15,14,1036.13,528.79,82.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,9,32,16,16,1111.97,673.15,145.74,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,10,32,16,16,1104.4,337.61,165.83,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,11,33,17,16,1560.29,696.95,103.94,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,12,40,20,20,1411.63,602.03,241.93,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,13,37,19,18,1739.98,637.32,185.46,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,14,48,24,24,2061.95,617.1,121.79,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,15,46,23,23,1765.84,934.07,235.95,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,16,41,21,20,1909.16,873.68,196.84,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,17,28,14,14,1024.98,597.35,133.88,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,18,28,14,14,1209.74,530.97,111.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,19,24,12,12,835.25,299.71,168.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-03,20,24,12,12,1049.57,369.83,169.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,9,46,28,18,1761.65,1023.02,170.13,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,10,52,32,20,2388.29,667.31,293.3,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,11,48,29,19,2072.1,917.46,172.14,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,12,75,46,29,2992.19,1717.01,394.81,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,13,70,43,27,2357.85,1381.21,289.1,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-04-04,14,70,43,27,2745.05,877.71,352.12,mixed,DEMO synthetic attendance for Welcome to AIrlines MVP
